ID,Title,Salary,Rating,Company,Location,Headquarters,Size,ownership,Industry,Sector,Revenue,min,max
399,"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",$48K-$96K (Glassdoor est.),4.3,MVP Consulting Plus Inc,"New York, NY","Albany, NY",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),48000.0,96000
400,Senior Teradata Developer / Data Analyst,$48K-$96K (Glassdoor est.),3.8,Capgemini,"Jersey City, NJ","Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),48000.0,96000
401,Data & Interface Analyst,$48K-$96K (Glassdoor est.),2.4,Centers Plan for Healthy Living,"Staten Island, NY","Staten Island, NY",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,48000.0,96000
402,NY Healthcare Data/Reporting Analyst,$48K-$96K (Glassdoor est.),3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,48000.0,96000
405,Data Analyst / IT Data & Business Intelligence,$48K-$96K (Glassdoor est.),4.0,Lorven Technologies Inc,"Harrison, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),48000.0,96000
406,Sr. Specialist Reporting Data Analyst -Technology,$48K-$96K (Glassdoor est.),3.2,BNY Mellon,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),48000.0,96000
407,Sr. Programmer Analyst - Big Data,$48K-$96K (Glassdoor est.),3.3,Norgate Technology Inc,"Jersey City, NJ","Garden City, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),48000.0,96000
409,Data Analyst â Junior,$48K-$96K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),48000.0,96000
410,Sr. Principal Metrics Analyst- Data Scientist,$48K-$96K (Glassdoor est.),3.2,The Bank of New York Mellon,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),48000.0,96000
411,Product & Pricing Data Analyst,$48K-$96K (Glassdoor est.),3.1,HomeBridge Financial Services,"Iselin, NJ","Iselin, NJ",1001 to 5000 employees,Company - Private,Lending,Finance,$10+ billion (USD),48000.0,96000
412,SAP Data Analyst,$48K-$96K (Glassdoor est.),3.9,Sharp Electronics Corporation,"Montvale, NJ","Montvale, NJ",1001 to 5000 employees,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),48000.0,96000
414,Clinical Data Designer (Sr. SDTM Programmer/Analyst),$48K-$96K (Glassdoor est.),2.5,"Avacend, Inc.","Woodcliff Lake, NJ","Alpharetta, GA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,48000.0,96000
415,Senior Data Analytics Solutions Analyst with Security Clearance,$48K-$96K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),48000.0,96000
416,"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",$48K-$96K (Glassdoor est.),4.5,Avani Technology Solutions,"Brooklyn, NY","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),48000.0,96000
417,Senior Billing Data Analyst,$48K-$96K (Glassdoor est.),3.2,Care Design New York,"Bronx, NY","Albany, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,48000.0,96000
418,Master Data Analyst,$48K-$96K (Glassdoor est.),4.4,ACT Consulting,"Parsippany, NJ","London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,48000.0,96000
420,"Senior Functional Analyst SAP Data design, SD/MM/PP",$48K-$96K (Glassdoor est.),3.4,EVERSANA,"New York, NY","Chicago, IL",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,48000.0,96000
422,Data Analyst,$26K-$47K (Glassdoor est.),2.0,"CAO Group, INC","West Jordan, UT","West Jordan, UT",51 to 200 employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),26000.0,47000
423,Data Analyst,$26K-$47K (Glassdoor est.),4.2,University of Utah,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),26000.0,47000
424,Data Analyst,$26K-$47K (Glassdoor est.),3.6,Paladin Consulting Inc,"Salt Lake City, UT","Dallas, TX",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),26000.0,47000
425,Data Analyst,$26K-$47K (Glassdoor est.),4.3,"SunTechPros, Inc.","Salt Lake City, UT","Morrisville, NC",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),26000.0,47000
427,Data Engineer / Data Analyst,$26K-$47K (Glassdoor est.),4.3,HCL Global Systems,"Salt Lake City, UT","Farmington Hills, MI",10000+ employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),26000.0,47000
428,Junior Data Analyst,$26K-$47K (Glassdoor est.),4.1,Abnormal Security,"Lehi, UT","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,26000.0,47000
430,Data Analyst : 20,$26K-$47K (Glassdoor est.),4.6,Akraya Inc.,"Salt Lake City, UT","Santa Clara, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),26000.0,47000
431,Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,$26K-$47K (Glassdoor est.),4.0,Goldman Sachs,"Salt Lake City, UT","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),26000.0,47000
432,Data Engineer/Data Analyst (REMOTE/Eventually Onsite),$26K-$47K (Glassdoor est.),4.1,Idexcel Inc.,"Salt Lake City, UT","Herndon, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,26000.0,47000
433,Data Engineer/Analyst,$26K-$47K (Glassdoor est.),3.6,SPECTRAFORCE TECHNOLOGIES Inc.,"Salt Lake City, UT","Raleigh, NC",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),26000.0,47000
434,Quality Data Analyst,$26K-$47K (Glassdoor est.),2.6,Easton Technical Products,"Salt Lake City, UT","Salt Lake City, UT",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),26000.0,47000
437,Big Data Analyst,$26K-$47K (Glassdoor est.),2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),26000.0,47000
438,Senior Data Analyst,$26K-$47K (Glassdoor est.),3.4,Ascential,"Salt Lake City, UT","London, United Kingdom",1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),26000.0,47000
441,Senior Data Analyst,$26K-$47K (Glassdoor est.),3.8,F5 Networks,"Draper, UT","Seattle, WA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),26000.0,47000
442,Data Scientist/Analyst - Noke,$26K-$47K (Glassdoor est.),2.7,"Janus International Group, LLC","Lehi, UT","Temple, GA",501 to 1000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),26000.0,47000
443,Data Analyst - W2 candidate,$26K-$47K (Glassdoor est.),3.3,ClientSolv Technologies,"American Fork, UT","Greenwood Village, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),26000.0,47000
447,Financial Data Analyst,$26K-$47K (Glassdoor est.),3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),26000.0,47000
448,Special Operations (LREC) Incentives and Proficiency Data Analyst,$26K-$47K (Glassdoor est.),3.5,YORKTOWN SYSTEMS GROUP INC,"Riverton, UT","Huntsville, AL",501 to 1000 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),26000.0,47000
449,Senior Data Analyst,$26K-$47K (Glassdoor est.),4.1,Shape Security,"Draper, UT","Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,26000.0,47000
450,a. Senior Data and Business Analyst,$31K-$59K (Glassdoor est.),4.0,Connor Group,"Salt Lake City, UT","Santa Clara, CA",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),31000.0,59000
451,Fund Data Analyst,$31K-$59K (Glassdoor est.),3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),31000.0,59000
452,Sr Python Data Analyst(no c2c) contract w2 only,$31K-$59K (Glassdoor est.),2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),31000.0,59000
453,TX Healthcare Data/Reporting Analyst,$31K-$59K (Glassdoor est.),4.2,Abacus Service Corporation,"Salt Lake City, UT","Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,31000.0,59000
454,Data Analyst,$47K-$81K (Glassdoor est.),3.5,Robert Half,"Reedley, CA","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),47000.0,81000
455,"Data Analyst, District Office - Accountability Office",$47K-$81K (Glassdoor est.),3.7,TCOE,"Visalia, CA","Springville, CA",1 to 50 employees,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),47000.0,81000
456,Data Analyst (Kings County),$47K-$81K (Glassdoor est.),3.3,"Public Health Foundation Enterprises, In","Hanford, CA","City of Industry, CA",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),47000.0,81000
457,Tactical Data Link (TDL) Analyst,$43K-$69K (Glassdoor est.),4.3,USfalcon,"Hampton, VA","Cary, NC",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),43000.0,69000
458,Data Analyst,$43K-$69K (Glassdoor est.),2.5,Hampton University,"Hampton, VA","Hampton, VA",1001 to 5000 employees,College / University,Colleges & Universities,Education,$100 to $500 million (USD),43000.0,69000
459,Data Science Analyst,$43K-$69K (Glassdoor est.),2.7,Collins Consulting Inc,"Norfolk, VA","Schaumburg, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),43000.0,69000
460,Junior Data Analyst,$43K-$69K (Glassdoor est.),2.7,Patient Advocate Foundation,"Hampton, VA","Hampton, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),43000.0,69000
461,Junior Data Analyst,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),43000.0,69000
462,Jr Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),43000.0,69000
465,Data Analyst,$43K-$69K (Glassdoor est.),3.5,"ForKids, inc","Norfolk, VA","Norfolk, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),43000.0,69000
466,Data Analyst,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),43000.0,69000
467,Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),43000.0,69000
468,Data Analyst,$43K-$69K (Glassdoor est.),3.4,Dunhill Professional Search,"Chesapeake, VA","Wilmington, NC",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,43000.0,69000
469,Finance Data Analytics Analyst,$43K-$69K (Glassdoor est.),3.1,Smithfield,"Smithfield, VA","Smithfield, VA",10000+ employees,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),43000.0,69000
470,Business Intelligence/Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,Booz Allen Hamilton,"Suffolk, VA","Mc Lean, VA",10000+ employees,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),43000.0,69000
471,Research & Data Analyst,$43K-$69K (Glassdoor est.),1.0,EVMS,"Norfolk, VA","Chennai, India",501 to 1000 employees,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,43000.0,69000
472,Metrics & Data Analyst,$43K-$69K (Glassdoor est.),3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 employees,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),43000.0,69000
473,Tactical Data Link (TDL) Analyst-,$43K-$69K (Glassdoor est.),3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),43000.0,69000
474,Senior Data Analyst- Secret Clearance-,$43K-$69K (Glassdoor est.),5.0,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,43000.0,69000
475,Data Analyst Junior,$43K-$69K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),43000.0,69000
476,HQ Data Analyst,$43K-$69K (Glassdoor est.),3.0,ITA International,"Newport News, VA","Yorktown, VA",201 to 500 employees,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),43000.0,69000
477,USMTF Data Analyst,$43K-$69K (Glassdoor est.),3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),43000.0,69000
478,Mid Data Analyst,$43K-$69K (Glassdoor est.),4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),43000.0,69000
480,Retail Data Quality Analyst,$43K-$69K (Glassdoor est.),3.5,Liberty Source,"Hampton, VA","Fort Monroe, VA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),43000.0,69000
481,USMTF Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),3.8,"Oasis Systems, LLC","Hampton, VA","Burlington, MA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),43000.0,69000
482,Senior Data Strategy Analyst (SDSA),$43K-$69K (Glassdoor est.),3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 employees,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),43000.0,69000
483,Data Analyst - Va Beach - VA with Security Clearance,$43K-$69K (Glassdoor est.),3.1,Occam Solutions Inc,"Virginia Beach, VA","Herndon, VA",1 to 50 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),43000.0,69000
484,Configuration and Data Management (C&DM) Analyst,$43K-$69K (Glassdoor est.),3.5,Analytical Mechanics Associates,"Hampton, VA","Hampton, VA",201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),43000.0,69000
485,Jr Management Analyst (Data Management),$43K-$69K (Glassdoor est.),3.2,"GStek, Inc.","Yorktown, VA","Chesapeake, VA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),43000.0,69000
